,C,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Mo,Ti,Hom_Temp(K),CR(%),Anneal_Temp(K),Anneal_Time(h),Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,Liquidus,Solidus,AnnealT Specific heat,AnnealT Gibbs (BCC-FCC),AnnealT Gibbs (HCP-FCC),RoomT Specific heat,RoomT Gibbs (BCC-FCC),RoomT Gibbs (HCP-FCC),YS,UTS,Elongation,Density
115,0,0,0,17.51,0,17.51,17.51,17.51,29.96,0,0,1273,91,1173,1,0.151270804,0.196644412,0.037946968,0.013774796,4.102958146,0.011674176,0.80531992,1.024030089,-0.013148471,-69.29548109,0.061329063,0.164917935,9.0739,5.5047938,4.059075,74.751667,0.322043504,12.86198573,-0.044347806,58.51777499,4.550473931,1.36751,0.026876031,65.1711,6.123686237,6.80E-08,4.47E-08,183.7515,159.5138391,1717.761592,315.1448451,162.763,18.50822705,1.25E-05,4.39E-06,1623.28,1385.68,65.1236,67130.5,67130.5,25.366,801.5156594,14193.77325,477,600,53,8.40843437
116,1.36,0,0,20.14,19.27,19.42,20.06,19.75,0,0,0,1493,95,0,0,-0.167983241,-0.081393336,-0.200975505,0.051310173,3.70164698,0.000929556,2.15180554,1.348003955,-0.013795892,-5.240139475,0.065301798,0.169753044,8.0817,6.82552992,4.077366,90.369875,0.50087957,11.87605176,-0.052304799,55.48096575,6.368617877,1.370575,0.091855093,62.2509,5.735592352,4.85E-07,1.38E-06,75.90716,38.28790816,1831.0803,350.6251714,160.4688,29.61397001,1.28E-05,5.95E-06,1576.69,1486.29,88.8564,101872,101872,27.0702,2577.369649,19322.2,1520,1520,4,7.970467554
117,1.36,0,0,20.14,19.27,19.42,20.06,19.75,0,0,0,1493,95,973,1,-0.167983241,-0.081393336,-0.200975505,0.051310173,3.70164698,0.000929556,2.15180554,1.348003955,-0.013795892,-5.240139475,0.065301798,0.169753044,8.0817,6.82552992,4.077366,90.369875,0.50087957,11.87605176,-0.052304799,55.48096575,6.368617877,1.370575,0.091855093,62.2509,5.735592352,4.85E-07,1.38E-06,75.90716,38.28790816,1831.0803,350.6251714,160.4688,29.61397001,1.28E-05,5.95E-06,1576.69,1486.29,32.8823,56534.2,56534.2,27.0702,2577.369649,19322.2,1040,1112,12,7.970467554
118,1.36,0,0,20.14,19.27,19.42,20.06,19.75,0,0,0,1493,95,1073,1,-0.167983241,-0.081393336,-0.200975505,0.051310173,3.70164698,0.000929556,2.15180554,1.348003955,-0.013795892,-5.240139475,0.065301798,0.169753044,8.0817,6.82552992,4.077366,90.369875,0.50087957,11.87605176,-0.052304799,55.48096575,6.368617877,1.370575,0.091855093,62.2509,5.735592352,4.85E-07,1.38E-06,75.90716,38.28790816,1831.0803,350.6251714,160.4688,29.61397001,1.28E-05,5.95E-06,1576.69,1486.29,34.3567,64787.8,64787.8,27.0702,2577.369649,19322.2,819,997,19,7.970467554
119,1.36,0,0,20.14,19.27,19.42,20.06,19.75,0,0,0,1493,95,1173,1,-0.167983241,-0.081393336,-0.200975505,0.051310173,3.70164698,0.000929556,2.15180554,1.348003955,-0.013795892,-5.240139475,0.065301798,0.169753044,8.0817,6.82552992,4.077366,90.369875,0.50087957,11.87605176,-0.052304799,55.48096575,6.368617877,1.370575,0.091855093,62.2509,5.735592352,4.85E-07,1.38E-06,75.90716,38.28790816,1831.0803,350.6251714,160.4688,29.61397001,1.28E-05,5.95E-06,1576.69,1486.29,36.0091,73315.2,73315.2,27.0702,2577.369649,19322.2,600,836,24,7.970467554
120,1.36,0,0,20.14,19.27,19.42,20.06,19.75,0,0,0,1493,95,1273,1,-0.167983241,-0.081393336,-0.200975505,0.051310173,3.70164698,0.000929556,2.15180554,1.348003955,-0.013795892,-5.240139475,0.065301798,0.169753044,8.0817,6.82552992,4.077366,90.369875,0.50087957,11.87605176,-0.052304799,55.48096575,6.368617877,1.370575,0.091855093,62.2509,5.735592352,4.85E-07,1.38E-06,75.90716,38.28790816,1831.0803,350.6251714,160.4688,29.61397001,1.28E-05,5.95E-06,1576.69,1486.29,37.7321,82073.8,82073.8,27.0702,2577.369649,19322.2,522,849,31,7.970467554
121,0,5.27,0,17.95,20.12,19.47,18.82,18.37,0,0,0,1423,96,0,0,-0.452127355,-0.346397487,-0.432267631,0.032046524,3.630928978,-0.010286713,2.04671932,1.076337205,-0.014385073,-14.00716422,0.064394206,0.173831476,8.2589,6.92881852,3.977249,81.78564,0.244147478,9.04316502,-0.033329683,54.55498807,7.690749413,1.3735,0.041579516,62.7489,5.783873855,3.58E-07,6.01E-07,81.93956,54.67752755,1748.899569,312.7078789,156.9102,32.29278449,1.37E-05,6.28E-06,1565.27,1518.72,37.2137,100415,100415,31.7288,1339.694477,29188.85997,1459,1534,5.7,7.630168222
122,0,5.27,0,17.95,20.12,19.47,18.82,18.37,0,0,0,1423,96,773,1,-0.452127355,-0.346397487,-0.432267631,0.032046524,3.630928978,-0.010286713,2.04671932,1.076337205,-0.014385073,-14.00716422,0.064394206,0.173831476,8.2589,6.92881852,3.977249,81.78564,0.244147478,9.04316502,-0.033329683,54.55498807,7.690749413,1.3735,0.041579516,62.7489,5.783873855,3.58E-07,6.01E-07,81.93956,54.67752755,1748.899569,312.7078789,156.9102,32.29278449,1.37E-05,6.28E-06,1565.27,1518.72,58.4603,-10758.4167,42644.1,31.7288,1339.694477,29188.85997,1540,1736,3.2,7.630168222
123,0,5.27,0,17.95,20.12,19.47,18.82,18.37,0,0,0,1423,96,973,1,-0.452127355,-0.346397487,-0.432267631,0.032046524,3.630928978,-0.010286713,2.04671932,1.076337205,-0.014385073,-14.00716422,0.064394206,0.173831476,8.2589,6.92881852,3.977249,81.78564,0.244147478,9.04316502,-0.033329683,54.55498807,7.690749413,1.3735,0.041579516,62.7489,5.783873855,3.58E-07,6.01E-07,81.93956,54.67752755,1748.899569,312.7078789,156.9102,32.29278449,1.37E-05,6.28E-06,1565.27,1518.72,36.5922,-21589.1,57762,31.7288,1339.694477,29188.85997,1330,1330,1.9,7.630168222
124,0,5.27,0,17.95,20.12,19.47,18.82,18.37,0,0,0,1423,96,1073,1,-0.452127355,-0.346397487,-0.432267631,0.032046524,3.630928978,-0.010286713,2.04671932,1.076337205,-0.014385073,-14.00716422,0.064394206,0.173831476,8.2589,6.92881852,3.977249,81.78564,0.244147478,9.04316502,-0.033329683,54.55498807,7.690749413,1.3735,0.041579516,62.7489,5.783873855,3.58E-07,6.01E-07,81.93956,54.67752755,1748.899569,312.7078789,156.9102,32.29278449,1.37E-05,6.28E-06,1565.27,1518.72,37.7783,-19026.3,66910.1,31.7288,1339.694477,29188.85997,970,1080,7.9,7.630168222
125,0,5.27,0,17.95,20.12,19.47,18.82,18.37,0,0,0,1423,96,1173,1,-0.452127355,-0.346397487,-0.432267631,0.032046524,3.630928978,-0.010286713,2.04671932,1.076337205,-0.014385073,-14.00716422,0.064394206,0.173831476,8.2589,6.92881852,3.977249,81.78564,0.244147478,9.04316502,-0.033329683,54.55498807,7.690749413,1.3735,0.041579516,62.7489,5.783873855,3.58E-07,6.01E-07,81.93956,54.67752755,1748.899569,312.7078789,156.9102,32.29278449,1.37E-05,6.28E-06,1565.27,1518.72,38.654,-16070.6,76359.5,31.7288,1339.694477,29188.85997,660,860,11.5,7.630168222
126,0,5.27,0,17.95,20.12,19.47,18.82,18.37,0,0,0,1423,96,1273,1,-0.452127355,-0.346397487,-0.432267631,0.032046524,3.630928978,-0.010286713,2.04671932,1.076337205,-0.014385073,-14.00716422,0.064394206,0.173831476,8.2589,6.92881852,3.977249,81.78564,0.244147478,9.04316502,-0.033329683,54.55498807,7.690749413,1.3735,0.041579516,62.7489,5.783873855,3.58E-07,6.01E-07,81.93956,54.67752755,1748.899569,312.7078789,156.9102,32.29278449,1.37E-05,6.28E-06,1565.27,1518.72,38.8988,-12684.8,86003.3,31.7288,1339.694477,29188.85997,390,694,29.7,7.630168222
127,0,5.27,0,17.95,20.12,19.47,18.82,18.37,0,0,0,1423,96,1373,1,-0.452127355,-0.346397487,-0.432267631,0.032046524,3.630928978,-0.010286713,2.04671932,1.076337205,-0.014385073,-14.00716422,0.064394206,0.173831476,8.2589,6.92881852,3.977249,81.78564,0.244147478,9.04316502,-0.033329683,54.55498807,7.690749413,1.3735,0.041579516,62.7489,5.783873855,3.58E-07,6.01E-07,81.93956,54.67752755,1748.899569,312.7078789,156.9102,32.29278449,1.37E-05,6.28E-06,1565.27,1518.72,38.0877,-8674,95720,31.7288,1339.694477,29188.85997,227,560,33.5,7.630168222
128,0,0,0,4,28,40,0,28,0,0,0,1273,80,1123,0.5,-0.092820389,-0.019906377,-0.215375619,0.023601094,4.680464551,0.001381957,1.5136,1.033528146,-0.01004441,-18.03267619,0.05933637,0.15568,8.2,3.6928,3.9368,79.7156,0.101114805,2.879264,-0.004265361,56.2346486,2.077857074,1.386,0.027192584,62.24,3.72594003,4.68E-07,7.34E-07,63.424,42.42072529,1720.76,184.1186594,158.4,29.60617877,1.47E-05,5.60E-06,1579.28,1531.48,34.5538,67662.1,67662.1,30.7447,6761.340618,19495.3,210,565,71,8.001057993
129,0,0,0,12,28,40,0,20,0,0,0,1273,80,1123,0.5,-0.093361962,-0.019094563,-0.198825659,0.023872758,6.269298215,-0.004297126,1.6032,1.033498032,-0.010802097,-18.95408627,0.05705563,0.15072,7.88,3.0272,3.9096,83.0476,0.153049689,5.198208,-0.010446882,55.6988646,2.259132912,1.39,0.023782575,61.44,3.608060358,4.73E-07,7.17E-07,63.664,41.8811462,1756.92,233.8275653,156.8,28.08358565,1.41E-05,6.35E-06,1587.49,1544.72,34.6074,66089,66089,27.6722,11292.78,19496.4,245,545,66,7.867513984
130,0,0,0,18,28,40,0,14,0,0,0,1273,80,1123,0.5,-0.077422415,-0.004788505,-0.170160546,0.023901654,8.454337091,-0.008566865,1.6368,1.033475492,-0.010865286,-19.01889305,0.054206592,0.14238,7.64,2.2928,3.8892,85.5466,0.173155461,6.587556,-0.013986298,55.2970266,2.293452764,1.393,0.020595695,60.84,3.39407269,4.76E-07,7.14E-07,63.844,41.98430184,1784.04,261.7598235,155.6,27.19091963,1.36E-05,6.85E-06,1602.96,1553.38,35.6629,4943.6,64441,26.4228,11306.06,19499.7,310,605,54,7.768616746
131,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,0,0,0,0,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,39.0493,-6436,115836,26.494,2453.054329,26517.7,243,433,60,7.638992323
132,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,0,0,0,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,38.125,-14553.2,90591.8,26.494,2453.054329,26517.7,207,335,40,7.638992323
133,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,70,0,0,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,38.125,-14553.2,90591.8,26.494,2453.054329,26517.7,1300,1323,10,7.638992323
134,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,70,1173,0.03333,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,37.1839,-19380.4,71669.4,26.494,2453.054329,26517.7,442,815,45,7.638992323
135,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,70,1173,1,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,37.1839,-19380.4,71669.4,26.494,2453.054329,26517.7,428,818,45,7.638992323
136,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,70,1173,24,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,37.1839,-19380.4,71669.4,26.494,2453.054329,26517.7,463,868,41,7.638992323
137,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,70,1323,0.03333,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,37.9336,-15819.3,85809.7,26.494,2453.054329,26517.7,350,709,48,7.638992323
138,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,70,1323,0.33333,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,37.9336,-15819.3,85809.7,26.494,2453.054329,26517.7,342,699,48,7.638992323
139,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,70,1323,1,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,37.9336,-15819.3,85809.7,26.494,2453.054329,26517.7,290,658,43,7.638992323
140,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,70,1323,24,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,37.9336,-15819.3,85809.7,26.494,2453.054329,26517.7,204,588,69,7.638992323
141,0,10.12,0,22.47,0,22.47,22.47,22.47,0,0,0,1523,0,0,0,-0.536566636,-0.413619406,-0.447408347,0.037431276,2.681713356,-0.005947551,2.12674056,1.076415757,-0.01308385,-9.338267508,0.062331373,0.161930055,8.7307,8.66883612,4.210155,81.266251,0.301071931,12.09947281,-0.050999146,53.39312277,10.4234352,1.36235,0.050170843,64.0463,7.210614047,8.34E-08,3.50E-08,105.7975,49.45672479,1776.796064,372.5118123,162.7342,33.96501169,1.20E-05,5.57E-06,1658.37,1631.25,42.3419,-9908,104753,28.202,3583.145732,31214.17896,264,583,30.4,7.406220861
142,0,10.12,0,22.47,0,22.47,22.47,22.47,0,0,0,1523,70,973,1,-0.536566636,-0.413619406,-0.447408347,0.037431276,2.681713356,-0.005947551,2.12674056,1.076415757,-0.01308385,-9.338267508,0.062331373,0.161930055,8.7307,8.66883612,4.210155,81.266251,0.301071931,12.09947281,-0.050999146,53.39312277,10.4234352,1.36235,0.050170843,64.0463,7.210614047,8.34E-08,3.50E-08,105.7975,49.45672479,1776.796064,372.5118123,162.7342,33.96501169,1.20E-05,5.57E-06,1658.37,1631.25,45.0623,-23171.3,53820.6,28.202,3583.145732,31214.17896,1250,1445,2.5,7.406220861
143,0,10.12,0,22.47,0,22.47,22.47,22.47,0,0,0,1523,70,1073,1,-0.536566636,-0.413619406,-0.447408347,0.037431276,2.681713356,-0.005947551,2.12674056,1.076415757,-0.01308385,-9.338267508,0.062331373,0.161930055,8.7307,8.66883612,4.210155,81.266251,0.301071931,12.09947281,-0.050999146,53.39312277,10.4234352,1.36235,0.050170843,64.0463,7.210614047,8.34E-08,3.50E-08,105.7975,49.45672479,1776.796064,372.5118123,162.7342,33.96501169,1.20E-05,5.57E-06,1658.37,1631.25,37.7026,-22005.9,61799.1,28.202,3583.145732,31214.17896,1060,1272,6.1,7.406220861
144,0,10.12,0,22.47,0,22.47,22.47,22.47,0,0,0,1523,70,1073,2,-0.536566636,-0.413619406,-0.447408347,0.037431276,2.681713356,-0.005947551,2.12674056,1.076415757,-0.01308385,-9.338267508,0.062331373,0.161930055,8.7307,8.66883612,4.210155,81.266251,0.301071931,12.09947281,-0.050999146,53.39312277,10.4234352,1.36235,0.050170843,64.0463,7.210614047,8.34E-08,3.50E-08,105.7975,49.45672479,1776.796064,372.5118123,162.7342,33.96501169,1.20E-05,5.57E-06,1658.37,1631.25,37.7026,-22005.9,61799.1,28.202,3583.145732,31214.17896,957,1164,14.8,7.406220861
145,0,10.12,0,22.47,0,22.47,22.47,22.47,0,0,0,1523,70,1173,1,-0.536566636,-0.413619406,-0.447408347,0.037431276,2.681713356,-0.005947551,2.12674056,1.076415757,-0.01308385,-9.338267508,0.062331373,0.161930055,8.7307,8.66883612,4.210155,81.266251,0.301071931,12.09947281,-0.050999146,53.39312277,10.4234352,1.36235,0.050170843,64.0463,7.210614047,8.34E-08,3.50E-08,105.7975,49.45672479,1776.796064,372.5118123,162.7342,33.96501169,1.20E-05,5.57E-06,1658.37,1631.25,38.1833,-19628.3,71068.7,28.202,3583.145732,31214.17896,750,959,24.5,7.406220861
146,0,10.12,0,22.47,0,22.47,22.47,22.47,0,0,0,1523,70,1273,1,-0.536566636,-0.413619406,-0.447408347,0.037431276,2.681713356,-0.005947551,2.12674056,1.076415757,-0.01308385,-9.338267508,0.062331373,0.161930055,8.7307,8.66883612,4.210155,81.266251,0.301071931,12.09947281,-0.050999146,53.39312277,10.4234352,1.36235,0.050170843,64.0463,7.210614047,8.34E-08,3.50E-08,105.7975,49.45672479,1776.796064,372.5118123,162.7342,33.96501169,1.20E-05,5.57E-06,1658.37,1631.25,38.9923,-17047.9,80524.8,28.202,3583.145732,31214.17896,668,922,30.2,7.406220861
147,0,10.12,0,22.47,0,22.47,22.47,22.47,0,0,0,1523,70,1373,1,-0.536566636,-0.413619406,-0.447408347,0.037431276,2.681713356,-0.005947551,2.12674056,1.076415757,-0.01308385,-9.338267508,0.062331373,0.161930055,8.7307,8.66883612,4.210155,81.266251,0.301071931,12.09947281,-0.050999146,53.39312277,10.4234352,1.36235,0.050170843,64.0463,7.210614047,8.34E-08,3.50E-08,105.7975,49.45672479,1776.796064,372.5118123,162.7342,33.96501169,1.20E-05,5.57E-06,1658.37,1631.25,39.9666,-14306.3,90132.7,28.202,3583.145732,31214.17896,496,822,31.5,7.406220861
148,0.2,0,0,19.96,19.96,19.96,19.96,19.96,0,0,0,0,0,0,0,-0.161473987,-0.076427908,-0.198605437,0.028640072,5.339642898,-0.003523663,1.61492368,1.347269625,-0.013474053,-16.42668919,0.058684576,0.158119128,8.012,4.55535104,4.032688,85.974116,0.26503377,7.774392056,-0.02199477,55.9930071,3.615014661,1.37864,0.04359242,61.8664,4.171737028,3.79E-07,7.72E-07,74.69088,38.1027365,1805.1976,259.243288,161.742,25.683139,1.29E-05,5.98E-06,1592.27,1540.15,38.971,106640,106640,27.1016,3005.995235,19330.2,185,428,50.8,8.018923462
149,0.2,0,0,19.96,19.96,19.96,19.96,19.96,0,0,0,1473,0,0,0,-0.161473987,-0.076427908,-0.198605437,0.028640072,5.339642898,-0.003523663,1.61492368,1.347269625,-0.013474053,-16.42668919,0.058684576,0.158119128,8.012,4.55535104,4.032688,85.974116,0.26503377,7.774392056,-0.02199477,55.9930071,3.615014661,1.37864,0.04359242,61.8664,4.171737028,3.79E-07,7.72E-07,74.69088,38.1027365,1805.1976,259.243288,161.742,25.683139,1.29E-05,5.98E-06,1592.27,1540.15,38.056,100189,100189,27.1016,3005.995235,19330.2,204,474,44.6,8.018923462
150,0.2,0,0,19.96,19.96,19.96,19.96,19.96,0,0,0,1473,60,1173,0.05,-0.161473987,-0.076427908,-0.198605437,0.028640072,5.339642898,-0.003523663,1.61492368,1.347269625,-0.013474053,-16.42668919,0.058684576,0.158119128,8.012,4.55535104,4.032688,85.974116,0.26503377,7.774392056,-0.02199477,55.9930071,3.615014661,1.37864,0.04359242,61.8664,4.171737028,3.79E-07,7.72E-07,74.69088,38.1027365,1805.1976,259.243288,161.742,25.683139,1.29E-05,5.98E-06,1592.27,1540.15,35.5242,72816.6,72816.6,27.1016,3005.995235,19330.2,517,798,44.7,8.018923462
151,0.2,0,0,19.96,19.96,19.96,19.96,19.96,0,0,0,0,60,1173,0.05,-0.161473987,-0.076427908,-0.198605437,0.028640072,5.339642898,-0.003523663,1.61492368,1.347269625,-0.013474053,-16.42668919,0.058684576,0.158119128,8.012,4.55535104,4.032688,85.974116,0.26503377,7.774392056,-0.02199477,55.9930071,3.615014661,1.37864,0.04359242,61.8664,4.171737028,3.79E-07,7.72E-07,74.69088,38.1027365,1805.1976,259.243288,161.742,25.683139,1.29E-05,5.98E-06,1592.27,1540.15,35.5242,72816.6,72816.6,27.1016,3005.995235,19330.2,529,795,43.6,8.018923462
152,0.5,0,0,19.9,19.9,19.9,19.9,19.9,0,0,0,0,0,0,0,-0.163557284,-0.078284217,-0.20038513,0.035930583,4.779029414,-0.002380879,1.756573,1.347455607,-0.013575679,-10.5155754,0.060539641,0.16127955,8.03,5.145344,4.04272,87.07229,0.347899235,8.82259535,-0.030070597,55.86079576,4.498778709,1.3766,0.060107431,61.966,4.629069868,4.08E-07,9.69E-07,74.8872,38.22660604,1811.194,285.9674434,161.355,26.80702567,1.29E-05,5.97E-06,1587.78,1513.47,38.4984,103962,103962,27.0954,2826.641765,19330.2,189,435,49.6,8.005822671
153,0.5,0,0,19.9,19.9,19.9,19.9,19.9,0,0,0,1473,0,0,0,-0.163557284,-0.078284217,-0.20038513,0.035930583,4.779029414,-0.002380879,1.756573,1.347455607,-0.013575679,-10.5155754,0.060539641,0.16127955,8.03,5.145344,4.04272,87.07229,0.347899235,8.82259535,-0.030070597,55.86079576,4.498778709,1.3766,0.060107431,61.966,4.629069868,4.08E-07,9.69E-07,74.8872,38.22660604,1811.194,285.9674434,161.355,26.80702567,1.29E-05,5.97E-06,1587.78,1513.47,38.0067,100126,100126,27.0954,2826.641765,19330.2,220,506,51.3,8.005822671
154,0.5,0,0,19.9,19.9,19.9,19.9,19.9,0,0,0,1473,60,1173,0.05,-0.163557284,-0.078284217,-0.20038513,0.035930583,4.779029414,-0.002380879,1.756573,1.347455607,-0.013575679,-10.5155754,0.060539641,0.16127955,8.03,5.145344,4.04272,87.07229,0.347899235,8.82259535,-0.030070597,55.86079576,4.498778709,1.3766,0.060107431,61.966,4.629069868,4.08E-07,9.69E-07,74.8872,38.22660604,1811.194,285.9674434,161.355,26.80702567,1.29E-05,5.97E-06,1587.78,1513.47,35.6464,72975.5,72975.5,27.0954,2826.641765,19330.2,795,968,28.6,8.005822671
155,0.5,0,0,19.9,19.9,19.9,19.9,19.9,0,0,0,0,60,1173,0.05,-0.163557284,-0.078284217,-0.20038513,0.035930583,4.779029414,-0.002380879,1.756573,1.347455607,-0.013575679,-10.5155754,0.060539641,0.16127955,8.03,5.145344,4.04272,87.07229,0.347899235,8.82259535,-0.030070597,55.86079576,4.498778709,1.3766,0.060107431,61.966,4.629069868,4.08E-07,9.69E-07,74.8872,38.22660604,1811.194,285.9674434,161.355,26.80702567,1.29E-05,5.97E-06,1587.78,1513.47,35.6464,72975.5,72975.5,27.0954,2826.641765,19330.2,767,960,29.3,8.005822671
156,0.8,0,0,19.84,19.84,19.84,19.84,19.84,0,0,0,0,0,0,0,-0.165242512,-0.079666424,-0.201541836,0.041966148,4.33161897,-0.001237971,1.89733888,1.347641834,-0.013661206,-7.756947043,0.062322034,0.164418048,8.048,5.73169664,4.052752,88.170464,0.411069495,9.864336896,-0.037958196,55.72858442,5.229332451,1.37456,0.072871645,62.0656,5.041566354,4.37E-07,1.13E-06,75.08352,38.3489792,1817.1904,310.1904209,160.968,27.87624401,1.29E-05,5.97E-06,1583.26,1489.12,38.1527,101567,101567,27.0892,2632.917606,19330.2,207,464,46.7,7.992702759
157,0.8,0,0,19.84,19.84,19.84,19.84,19.84,0,0,0,1473,0,0,0,-0.165242512,-0.079666424,-0.201541836,0.041966148,4.33161897,-0.001237971,1.89733888,1.347641834,-0.013661206,-7.756947043,0.062322034,0.164418048,8.048,5.73169664,4.052752,88.170464,0.411069495,9.864336896,-0.037958196,55.72858442,5.229332451,1.37456,0.072871645,62.0656,5.041566354,4.37E-07,1.13E-06,75.08352,38.3489792,1817.1904,310.1904209,160.968,27.87624401,1.29E-05,5.97E-06,1583.26,1489.12,37.9574,100039,100039,27.0892,2632.917606,19330.2,227,525,45.5,7.992702759
