,Al,Co,Cr,Cu,Fe,Mg,Mn,Ni,Si,Ti,V,Zn,Processing,Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,YS,UTS,Elongation,Density
175,97.78260343,0,0,0.05355823,0.170642928,1.176246163,0.619500039,0,0.145416444,0,0,0.052032767,Strain Harderned (Hard),-0.008555714,0.025721189,-0.006500329,0.018340716,1.427341709,0.023251131,0.356534867,1.247542848,-0.001114285,-3.31256029,0.021702703,0.012396683,12.82477302,0.733573238,3.36728882,26.9190303,0.174163722,0.541132885,-0.00838255,27.21368334,13.34681834,1.254013307,0.146716095,79.76224516,9.195327229,1.49E-06,0.000182333,232.3507416,101.720364,939.6693593,315.7099655,76.13440204,30.79122919,2.29E-05,8.89E-06,186,216,8.8,2.714127578
176,96.80826631,0,0.12987389,0.021253684,0.096738278,2.778414661,0.024583813,0,0.120221035,0,0,0.02064833,Strain Harderned (Hard),-0.002742567,0.031526629,0.000817972,0.023922135,3.026675516,0.020543776,0.585653806,1.247281888,-0.001330099,-2.324256064,0.030612593,0.022278208,12.67954252,0.411657233,3.340524208,26.5379194,0.154198607,0.45314519,-0.00614074,26.9914887,6.473927427,1.257184388,0.169035004,79.75582814,6.326808363,1.23E-06,0.000139118,232.4364074,60.71110956,936.7372327,239.9664103,75.39075462,27.25564648,2.26E-05,1.06E-05,181,246.5,6.5,2.670901032
177,96.49703162,0,0.051970653,0,0,3.057496826,0.393500902,0,0,0,0,0,Strain Harderned (Hard),-0.005387403,0.028547538,-0.002530612,0.023568206,2.410962956,0.020067292,0.60411611,1.134445004,-0.001386468,-2.496070511,0.031276783,0.023442739,12.63642689,0.538322373,3.331038521,26.55109859,0.153604959,0.515883065,-0.006844194,27.02271282,7.300591929,1.25831196,0.169144151,79.69532145,6.923896311,3.31E-08,3.40E-07,231.7395611,74.30695701,936.1017773,178.0951286,75.26897062,24.31512035,2.26E-05,9.97E-06,241.316495,303.369308,10,2.672755376
178,95.99545937,0,0.129385588,0,0,3.875155045,0,0,0,0,0,0,Strain Harderned (Hard),-0.002737723,0.031168201,0.000727832,0.026044935,3.943746094,0.018690892,0.721962083,1.134380498,-0.001444992,-2.130193063,0.034943851,0.028518906,12.56467558,0.342466559,3.318065666,26.34891257,0.140726194,0.46025537,-0.005474382,26.91018382,3.749199538,1.259881974,0.174844083,79.69898016,5.69026047,2.78E-08,1.75E-08,231.9111972,55.15140641,934.6771055,161.7139907,74.90738514,24.22443516,2.25E-05,1.06E-05,227.526981,289.579794,13,2.650878195
179,95.99545937,0,0.129385588,0,0,3.875155045,0,0,0,0,0,0,Strain Harderned (Hard),-0.002737723,0.031168201,0.000727832,0.026044935,3.943746094,0.018690892,0.721962083,1.134380498,-0.001444992,-2.130193063,0.034943851,0.028518906,12.56467558,0.342466559,3.318065666,26.34891257,0.140726194,0.46025537,-0.005474382,26.91018382,3.749199538,1.259881974,0.174844083,79.69898016,5.69026047,2.78E-08,1.75E-08,231.9111972,55.15140641,934.6771055,161.7139907,74.90738514,24.22443516,2.25E-05,1.06E-05,230,290,13,2.650878195
180,95.99545937,0,0.129385588,0,0,3.875155045,0,0,0,0,0,0,Strain Harderned (Hard),-0.002737723,0.031168201,0.000727832,0.026044935,3.943746094,0.018690892,0.721962083,1.134380498,-0.001444992,-2.130193063,0.034943851,0.028518906,12.56467558,0.342466559,3.318065666,26.34891257,0.140726194,0.46025537,-0.005474382,26.91018382,3.749199538,1.259881974,0.174844083,79.69898016,5.69026047,2.78E-08,1.75E-08,231.9111972,55.15140641,934.6771055,161.7139907,74.90738514,24.22443516,2.25E-05,1.06E-05,230,290,13,2.650878195
181,96.20370458,0,0.065205714,0.021341677,0.09713869,3.013108042,0.370283745,0,0.120718621,0.056664433,0,0.0518345,Strain Harderned (Hard),-0.009936325,0.024742695,-0.005207511,0.024977956,2.100012853,0.020428703,0.652471204,1.247267307,-0.001605295,-2.573006942,0.031946163,0.024750669,12.63208173,0.717359103,3.334228825,26.64142111,0.169754843,0.597394236,-0.00813431,27.089648,8.736734124,1.258308812,0.164114581,79.66739439,7.43947622,1.24E-06,0.000128024,231.408675,76.55653424,938.4341865,242.8568996,75.43373109,26.39050614,2.26E-05,1.01E-05,203,283,7,2.680053416
182,95.29429835,0,0.051806819,0,0,4.433248351,0.220646482,0,0,0,0,0,Strain Harderned (Hard),-0.00489485,0.029024957,-0.000909651,0.027831274,3.062616129,0.018020963,0.830464981,1.134347007,-0.001675177,-2.162691259,0.037270257,0.032558182,12.49547728,0.511391517,3.305985694,26.33766269,0.139093435,0.547518828,-0.006201359,26.93752511,5.127465097,1.261491804,0.173273955,79.63362775,5.960258688,3.09E-08,2.21E-07,231.1007073,63.12640274,934.9435745,131.8832782,74.76629449,23.34459006,2.24E-05,1.03E-05,255.106009,324.053579,10,2.648711781
183,95.26725837,0,0.077728895,0,0,4.434313253,0.220699483,0,0,0,0,0,Strain Harderned (Hard),-0.004875956,0.029051905,-0.000838348,0.02786711,3.041021017,0.018038636,0.833490426,1.134347946,-0.001691207,-2.177774951,0.037319867,0.032681761,12.49354313,0.520131326,3.306149594,26.3609498,0.149536301,0.570905132,-0.006753864,26.94399587,5.286414557,1.261533412,0.172958422,79.62758099,6.066110779,3.10E-08,2.21E-07,231.0632431,63.37978347,935.2669,147.4387557,74.7877642,23.72343269,2.24E-05,1.03E-05,255,325,10,2.649524357
184,94.82061802,0,0.07801875,0.021279459,0.121069335,4.45084758,0.221522435,0,0.192586656,0.042374399,0,0.051683364,Strain Harderned (Hard),-0.008368433,0.026393903,-0.002230844,0.029942817,2.428642448,0.018464404,0.919195595,1.247084371,-0.001972416,-2.199952063,0.038374312,0.034887841,12.48277008,0.761940603,3.308887984,26.46672556,0.168208569,0.678689169,-0.008341017,27.01741799,6.952075669,1.261605686,0.168305779,79.59675968,6.501177606,1.96E-06,0.000139398,230.5826192,66.3587908,938.1799951,212.7893955,74.96819272,25.57336541,2.24E-05,1.04E-05,240,319,7,2.656666511
185,94.51360444,0,0.025949454,0.031849478,0.084563483,4.996272465,0.171919079,0,0.096083156,0.028187904,0,0.051570538,Strain Harderned (Hard),-0.007673095,0.026734345,-0.002017771,0.030429783,2.870472192,0.017445104,0.968849475,1.246980055,-0.001975081,-2.132981685,0.039994179,0.037466171,12.43132171,0.644058021,3.296781741,26.31210274,0.139655019,0.620758954,-0.006677483,26.96518388,6.10138838,1.262895901,0.171247339,79.58586071,5.955704396,9.91E-07,9.60E-05,230.5460697,62.77182484,936.0380445,156.7803221,74.67802114,24.21328078,2.23E-05,1.04E-05,283,338,10.025,2.645481355
186,94.61703545,0,0.051873393,0,0,4.938326671,0.39276449,0,0,0,0,0,Strain Harderned (Hard),-0.006671492,0.027285404,-0.002201692,0.029399602,2.648758335,0.017445836,0.932823857,1.134318569,-0.001883853,-2.179535893,0.039346468,0.036418797,12.42958654,0.665631278,3.295681676,26.37704226,0.161583312,0.675151021,-0.008102147,26.97214128,6.052649748,1.263012785,0.171730075,79.56383308,6.311183753,3.34E-08,2.76E-07,230.3307497,67.70954383,935.8993262,145.0371393,74.68550709,23.60258447,2.23E-05,1.02E-05,282.685037,358.527364,8,2.648043189
187,94.22093814,0,0.078020129,0.02127982,0.09685724,4.951658284,0.344596718,0,0.192590219,0.042375148,0,0.051684305,Strain Harderned (Hard),-0.009880031,0.024891242,-0.003328559,0.031311531,2.308604424,0.017836772,1.012491463,1.247022305,-0.002143312,-2.186133628,0.040260055,0.038416691,12.4215068,0.871430754,3.298678837,26.46865439,0.179545615,0.768182541,-0.009535707,27.0314337,7.126826958,1.263006008,0.168121199,79.54168771,6.60122469,1.96E-06,0.000132324,229.964906,68.53530451,938.6357817,207.1472422,74.84433746,25.15739558,2.23E-05,1.03E-05,283,363,7,2.653484927
188,93.73476403,0,0.05182775,0,0,5.820989324,0.392418895,0,0,0,0,0,Strain Harderned (Hard),-0.007272862,0.026697934,-0.002043761,0.031683608,2.708452741,0.016215358,1.08244887,1.134259337,-0.002093814,-2.085781321,0.04254783,0.042325401,12.33251827,0.723438829,3.279089036,26.29535948,0.165170707,0.747642812,-0.008676279,26.94840868,5.680788477,1.265218839,0.172400635,79.50212671,6.140433433,3.36E-08,2.57E-07,229.6696064,65.87059924,935.8043203,135.0483221,74.41169331,23.41314598,2.22E-05,1.02E-05,296.474551,386.106392,8,2.636571363
189,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,Strain Harderned (Hard),-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,165,180,6,2.686244724
190,98.44822026,0,0,0,0,1.551779735,0,0,0,0,0,0,Strain Harderned (Hard),-0.00110784,0.032740364,0.00021212,0.016620587,5.081776692,0.021832591,0.290263017,1.081055914,-0.000665455,-2.408941127,0.022132789,0.011457751,12.82930417,0.122216007,3.36082653,26.44677068,0.043136818,0.141006718,-0.001113793,26.9400046,1.892598594,1.253879451,0.176776695,79.89137538,4.949747468,2.73E-08,1.20E-08,233.8361648,53.03300859,933.3075286,7.403407999,75.5189481,21.92031022,2.29E-05,1.05E-05,180,205,7,2.677381635
191,98.29197596,0,0,0,0,1.115707357,0.592316686,0,0,0,0,0,Strain Harderned (Hard),-0.005716914,0.028110615,-0.004857666,0.014998347,1.439037549,0.022882505,0.262612468,1.124447942,-0.000810378,-3.602475546,0.019372713,0.009746483,12.84173292,0.527560764,3.366240769,26.78276379,0.147847968,0.395823105,-0.006139264,27.11726729,11.79645575,1.25367775,0.155687455,79.80343695,9.238900124,3.56E-08,5.91E-07,232.8174739,103.8785885,936.821378,244.8380383,75.9147494,25.65225246,2.29E-05,8.54E-06,230,260,5,2.703903823
192,97.09946081,0,0.12952785,0,0,2.771011339,0,0,0,0,0,0,Strain Harderned (Hard),-0.001977822,0.031923116,0.000547017,0.022231698,4.049121669,0.020229502,0.526132187,1.134454761,-0.001135361,-2.297147113,0.029729313,0.020788801,12.68612206,0.262113501,3.33882468,26.45095351,0.135568505,0.365243333,-0.004724307,26.93977232,4.226020295,1.257121814,0.174139586,79.77623795,5.944380698,2.76E-08,1.91E-08,232.7391089,55.94282009,934.7944801,188.9660283,75.24979071,24.98444083,2.27E-05,1.06E-05,240,275,8,2.665390238
193,97.09946081,0,0.12952785,0,0,2.771011339,0,0,0,0,0,0,Strain Harderned (Hard),-0.001977822,0.031923116,0.000547017,0.022231698,4.049121669,0.020229502,0.526132187,1.134454761,-0.001135361,-2.297147113,0.029729313,0.020788801,12.68612206,0.262113501,3.33882468,26.45095351,0.135568505,0.365243333,-0.004724307,26.93977232,4.226020295,1.257121814,0.174139586,79.77623795,5.944380698,2.76E-08,1.91E-08,232.7391089,55.94282009,934.7944801,188.9660283,75.24979071,24.98444083,2.27E-05,1.06E-05,240,275,8,2.665390238
194,97.78260343,0,0,0.05355823,0.170642928,1.176246163,0.619500039,0,0.145416444,0,0,0.052032767,Strain Harderned (Hard),-0.008555714,0.025721189,-0.006500329,0.018340716,1.427341709,0.023251131,0.356534867,1.247542848,-0.001114285,-3.31256029,0.021702703,0.012396683,12.82477302,0.733573238,3.36728882,26.9190303,0.174163722,0.541132885,-0.00838255,27.21368334,13.34681834,1.254013307,0.146716095,79.76224516,9.195327229,1.49E-06,0.000182333,232.3507416,101.720364,939.6693593,315.7099655,76.13440204,30.79122919,2.29E-05,8.89E-06,230.5,230.5,6.5,2.714127578
195,96.80826631,0,0.12987389,0.021253684,0.096738278,2.778414661,0.024583813,0,0.120221035,0,0,0.02064833,Strain Harderned (Hard),-0.002742567,0.031526629,0.000817972,0.023922135,3.026675516,0.020543776,0.585653806,1.247281888,-0.001330099,-2.324256064,0.030612593,0.022278208,12.67954252,0.411657233,3.340524208,26.5379194,0.154198607,0.45314519,-0.00614074,26.9914887,6.473927427,1.257184388,0.169035004,79.75582814,6.326808363,1.23E-06,0.000139118,232.4364074,60.71110956,936.7372327,239.9664103,75.39075462,27.25564648,2.26E-05,1.06E-05,210.5,268.5,3,2.670901032
196,95.99545937,0,0.129385588,0,0,3.875155045,0,0,0,0,0,0,Strain Harderned (Hard),-0.002737723,0.031168201,0.000727832,0.026044935,3.943746094,0.018690892,0.721962083,1.134380498,-0.001444992,-2.130193063,0.034943851,0.028518906,12.56467558,0.342466559,3.318065666,26.34891257,0.140726194,0.46025537,-0.005474382,26.91018382,3.749199538,1.259881974,0.174844083,79.69898016,5.69026047,2.78E-08,1.75E-08,231.9111972,55.15140641,934.6771055,161.7139907,74.90738514,24.22443516,2.25E-05,1.06E-05,250,310,12,2.650878195
197,95.99545937,0,0.129385588,0,0,3.875155045,0,0,0,0,0,0,Strain Harderned (Hard),-0.002737723,0.031168201,0.000727832,0.026044935,3.943746094,0.018690892,0.721962083,1.134380498,-0.001444992,-2.130193063,0.034943851,0.028518906,12.56467558,0.342466559,3.318065666,26.34891257,0.140726194,0.46025537,-0.005474382,26.91018382,3.749199538,1.259881974,0.174844083,79.69898016,5.69026047,2.78E-08,1.75E-08,231.9111972,55.15140641,934.6771055,161.7139907,74.90738514,24.22443516,2.25E-05,1.06E-05,250,310,12,2.650878195
198,94.82061802,0,0.07801875,0.021279459,0.121069335,4.45084758,0.221522435,0,0.192586656,0.042374399,0,0.051683364,Strain Harderned (Hard),-0.008368433,0.026393903,-0.002230844,0.029942817,2.428642448,0.018464404,0.919195595,1.247084371,-0.001972416,-2.199952063,0.038374312,0.034887841,12.48277008,0.761940603,3.308887984,26.46672556,0.168208569,0.678689169,-0.008341017,27.01741799,6.952075669,1.261605686,0.168305779,79.59675968,6.501177606,1.96E-06,0.000139398,230.5826192,66.3587908,938.1799951,212.7893955,74.96819272,25.57336541,2.24E-05,1.04E-05,268.5,341,4.5,2.656666511
199,99.55614633,0,0,0,0,0.443853671,0,0,0,0,0,0,Strain Harderned (Hard),-0.000319983,0.033531831,5.82E-05,0.008952184,6.250882858,0.023375826,0.083957986,1.081099068,-0.000236734,-2.953948884,0.011879838,0.003314131,12.95117604,0.035350731,3.381655541,26.54903226,0.023110387,0.040785906,-0.000322135,26.96965867,1.892598594,1.251109636,0.176776695,79.96893021,4.949747468,2.71E-08,1.20E-08,234.6671093,53.03300859,933.4235285,7.403407999,75.8624052,21.92031022,2.30E-05,1.05E-05,131.000383,158.579411,8,2.692186122
200,99.16809487,0,0,0,0,0.831905133,0,0,0,0,0,0,Strain Harderned (Hard),-0.000597548,0.033252807,0.000110715,0.012225616,5.658664948,0.022835338,0.156747017,1.081083947,-0.00040012,-2.676999555,0.016243532,0.006187382,12.90849045,0.065998744,3.374360187,26.51321517,0.03162002,0.076146051,-0.000601428,26.95927234,1.892598594,1.252079762,0.176776695,79.94176665,4.949747468,2.71E-08,1.20E-08,234.3760713,53.03300859,933.3828996,7.403407999,75.74210946,21.92031022,2.30E-05,1.05E-05,158.579411,172.368925,12,2.686985964
201,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,Strain Harderned (Hard),-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,185,200,5,2.686244724
202,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,Strain Harderned (Hard),-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,186.158439,199.947953,5,2.686244724
203,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,Strain Harderned (Hard),-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,165,195,7,2.686244724
204,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,Strain Harderned (Hard),-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,165.474168,193.053196,7,2.686244724
205,99.1924881,0,0,0.042499481,0,0.666695411,0.098317004,0,0,0,0,0,Strain Harderned (Hard),-0.001480339,0.032386993,-0.000844287,0.011359814,3.116657147,0.02317739,0.141032043,1.155445506,-0.000428632,-3.321556775,0.014725426,0.005318421,12.91991455,0.128473812,3.377046545,26.58543314,0.06691895,0.118027657,-0.001453272,27.00671996,9.288229459,1.251856712,0.165553551,79.930268,6.802853443,2.85E-08,3.50E-07,234.3467268,78.72105225,934.1561979,160.6296261,75.86378373,25.00989715,2.30E-05,9.64E-06,165.474168,193.053196,7,2.694519281
206,98.7420039,0,0,0,0,1.110595399,0.147400701,0,0,0,0,0,Strain Harderned (Hard),-0.002024158,0.031849564,-0.001023003,0.01432222,2.832372734,0.022557262,0.221917012,1.124435216,-0.000599362,-2.921923711,0.018897822,0.008604952,12.86898994,0.197690963,3.368427936,26.56108894,0.080923853,0.174858756,-0.002141044,26.99302113,7.035887004,1.252997601,0.169926806,79.8927778,6.716798479,2.93E-08,3.44E-07,233.8321549,74.2638698,934.2167972,142.6232186,75.72057044,23.25112554,2.29E-05,9.90E-06,185,205,6,2.688409302
207,98.7420039,0,0,0,0,1.110595399,0.147400701,0,0,0,0,0,Strain Harderned (Hard),-0.002024158,0.031849564,-0.001023003,0.01432222,2.832372734,0.022557262,0.221917012,1.124435216,-0.000599362,-2.921923711,0.018897822,0.008604952,12.86898994,0.197690963,3.368427936,26.56108894,0.080923853,0.174858756,-0.002141044,26.99302113,7.035887004,1.252997601,0.169926806,79.8927778,6.716798479,2.93E-08,3.44E-07,233.8321549,74.2638698,934.2167972,142.6232186,75.72057044,23.25112554,2.29E-05,9.90E-06,206.84271,220.632224,6,2.688409302
208,98.69877693,0,0,0.04250239,0,1.111235077,0.147485601,0,0,0,0,0,Strain Harderned (Hard),-0.002205735,0.03167026,-0.001169949,0.014497684,2.954245926,0.022594935,0.228404843,1.155412161,-0.000630568,-3.000093915,0.018945216,0.008715752,12.86806443,0.199442235,3.368458012,26.56895226,0.082195389,0.182812134,-0.002218672,27.00856853,8.363718141,1.253041831,0.167596983,79.88931584,6.683764077,2.93E-08,3.38E-07,233.9016111,76.09992504,934.3975654,150.4672617,75.74761105,24.31485873,2.29E-05,9.78E-06,186.158439,206.84271,6,2.690280632
209,98.44822026,0,0,0,0,1.551779735,0,0,0,0,0,0,Strain Harderned (Hard),-0.00110784,0.032740364,0.00021212,0.016620587,5.081776692,0.021832591,0.290263017,1.081055914,-0.000665455,-2.408941127,0.022132789,0.011457751,12.82930417,0.122216007,3.36082653,26.44677068,0.043136818,0.141006718,-0.001113793,26.9400046,1.892598594,1.253879451,0.176776695,79.89137538,4.949747468,2.73E-08,1.20E-08,233.8361648,53.03300859,933.3075286,7.403407999,75.5189481,21.92031022,2.29E-05,1.05E-05,199.947953,220.632224,6,2.677381635
210,98.44822026,0,0,0,0,1.551779735,0,0,0,0,0,0,Strain Harderned (Hard),-0.00110784,0.032740364,0.00021212,0.016620587,5.081776692,0.021832591,0.290263017,1.081055914,-0.000665455,-2.408941127,0.022132789,0.011457751,12.82930417,0.122216007,3.36082653,26.44677068,0.043136818,0.141006718,-0.001113793,26.9400046,1.892598594,1.253879451,0.176776695,79.89137538,4.949747468,2.73E-08,1.20E-08,233.8361648,53.03300859,933.3075286,7.403407999,75.5189481,21.92031022,2.29E-05,1.05E-05,200,220,6,2.677381635
211,98.29197596,0,0,0,0,1.115707357,0.592316686,0,0,0,0,0,Strain Harderned (Hard),-0.005716914,0.028110615,-0.004857666,0.014998347,1.439037549,0.022882505,0.262612468,1.124447942,-0.000810378,-3.602475546,0.019372713,0.009746483,12.84173292,0.527560764,3.366240769,26.78276379,0.147847968,0.395823105,-0.006139264,27.11726729,11.79645575,1.25367775,0.155687455,79.80343695,9.238900124,3.56E-08,5.91E-07,232.8174739,103.8785885,936.821378,244.8380383,75.9147494,25.65225246,2.29E-05,8.54E-06,248.211252,282.685037,5,2.703903823
212,98.29197596,0,0,0,0,1.115707357,0.592316686,0,0,0,0,0,Strain Harderned (Hard),-0.005716914,0.028110615,-0.004857666,0.014998347,1.439037549,0.022882505,0.262612468,1.124447942,-0.000810378,-3.602475546,0.019372713,0.009746483,12.84173292,0.527560764,3.366240769,26.78276379,0.147847968,0.395823105,-0.006139264,27.11726729,11.79645575,1.25367775,0.155687455,79.80343695,9.238900124,3.56E-08,5.91E-07,232.8174739,103.8785885,936.821378,244.8380383,75.9147494,25.65225246,2.29E-05,8.54E-06,250,285,5,2.703903823
213,97.23231224,0,0,0,0,2.767687757,0,0,0,0,0,0,Strain Harderned (Hard),-0.001959261,0.03188812,0.000394804,0.022023272,4.561357583,0.02013865,0.511306945,1.08100862,-0.001052317,-2.169616579,0.029439319,0.020183169,12.69555407,0.215287135,3.337967423,26.33454219,0.05749631,0.248387532,-0.001962374,26.9074603,1.892598594,1.256919226,0.176776695,79.80626168,4.949747468,2.75E-08,1.20E-08,232.9242323,53.03300859,933.1802228,7.403407999,75.14201601,21.92031022,2.27E-05,1.05E-05,240,285,5,2.661283628
214,97.13789635,0,0,0.042389115,0,2.770683691,0.049030843,0,0,0,0,0,Strain Harderned (Hard),-0.002556799,0.031301055,-0.000152667,0.022201566,4.133627262,0.020209523,0.522606069,1.155277292,-0.001119019,-2.27023167,0.029517948,0.020432691,12.69143557,0.252748573,3.33772316,26.36660625,0.072741936,0.280965176,-0.002486763,26.93658693,4.538549162,1.257042635,0.174636178,79.79285511,5.25682745,2.82E-08,1.33E-07,232.880534,58.15254058,933.6468568,66.67537977,75.18979178,22.69087781,2.27E-05,1.04E-05,241.316495,282.685037,5,2.664798125
215,97.09946081,0,0.12952785,0,0,2.771011339,0,0,0,0,0,0,Strain Harderned (Hard),-0.001977822,0.031923116,0.000547017,0.022231698,4.049121669,0.020229502,0.526132187,1.134454761,-0.001135361,-2.297147113,0.029729313,0.020788801,12.68612206,0.262113501,3.33882468,26.45095351,0.135568505,0.365243333,-0.004724307,26.93977232,4.226020295,1.257121814,0.174139586,79.77623795,5.944380698,2.76E-08,1.91E-08,232.7391089,55.94282009,934.7944801,188.9660283,75.24979071,24.98444083,2.27E-05,1.06E-05,255,290,7,2.665390238
216,97.09946081,0,0.12952785,0,0,2.771011339,0,0,0,0,0,0,Strain Harderned (Hard),-0.001977822,0.031923116,0.000547017,0.022231698,4.049121669,0.020229502,0.526132187,1.134454761,-0.001135361,-2.297147113,0.029729313,0.020788801,12.68612206,0.262113501,3.33882468,26.45095351,0.135568505,0.365243333,-0.004724307,26.93977232,4.226020295,1.257121814,0.174139586,79.77623795,5.944380698,2.76E-08,1.91E-08,232.7391089,55.94282009,934.7944801,188.9660283,75.24979071,24.98444083,2.27E-05,1.06E-05,255,290,7,2.665390238
217,97.09946081,0,0.12952785,0,0,2.771011339,0,0,0,0,0,0,Strain Harderned (Hard),-0.001977822,0.031923116,0.000547017,0.022231698,4.049121669,0.020229502,0.526132187,1.134454761,-0.001135361,-2.297147113,0.029729313,0.020788801,12.68612206,0.262113501,3.33882468,26.45095351,0.135568505,0.365243333,-0.004724307,26.93977232,4.226020295,1.257121814,0.174139586,79.77623795,5.944380698,2.76E-08,1.91E-08,232.7391089,55.94282009,934.7944801,188.9660283,75.24979071,24.98444083,2.27E-05,1.06E-05,255.106009,289.579794,7,2.665390238
218,97.78260343,0,0,0.05355823,0.170642928,1.176246163,0.619500039,0,0.145416444,0,0,0.052032767,Strain Harderned (Hard),-0.008555714,0.025721189,-0.006500329,0.018340716,1.427341709,0.023251131,0.356534867,1.247542848,-0.001114285,-3.31256029,0.021702703,0.012396683,12.82477302,0.733573238,3.36728882,26.9190303,0.174163722,0.541132885,-0.00838255,27.21368334,13.34681834,1.254013307,0.146716095,79.76224516,9.195327229,1.49E-06,0.000182333,232.3507416,101.720364,939.6693593,315.7099655,76.13440204,30.79122919,2.29E-05,8.89E-06,250.5,261,4.8,2.714127578
219,96.80826631,0,0.12987389,0.021253684,0.096738278,2.778414661,0.024583813,0,0.120221035,0,0,0.02064833,Strain Harderned (Hard),-0.002742567,0.031526629,0.000817972,0.023922135,3.026675516,0.020543776,0.585653806,1.247281888,-0.001330099,-2.324256064,0.030612593,0.022278208,12.67954252,0.411657233,3.340524208,26.5379194,0.154198607,0.45314519,-0.00614074,26.9914887,6.473927427,1.257184388,0.169035004,79.75582814,6.326808363,1.23E-06,0.000139118,232.4364074,60.71110956,936.7372327,239.9664103,75.39075462,27.25564648,2.26E-05,1.06E-05,232.5,283,3,2.670901032
220,96.08176123,0,0,0.021159842,0,3.872603661,0.024475267,0,0,0,0,0,Strain Harderned (Hard),-0.003022472,0.030833913,0.000297725,0.025937553,4.127697067,0.018636545,0.712674005,1.155188103,-0.001397896,-2.077862876,0.03472184,0.028033749,12.57212244,0.316072876,3.317101271,26.24870268,0.074903225,0.359736402,-0.002976205,26.8924664,3.142033599,1.259739369,0.175989881,79.72233025,5.064205085,2.80E-08,8.14E-08,232.0748568,54.97585759,933.2976301,40.93403696,74.82380582,22.21414975,2.25E-05,1.05E-05,268.895523,317.158822,7,2.648553189
221,95.99545937,0,0.129385588,0,0,3.875155045,0,0,0,0,0,0,Strain Harderned (Hard),-0.002737723,0.031168201,0.000727832,0.026044935,3.943746094,0.018690892,0.721962083,1.134380498,-0.001444992,-2.130193063,0.034943851,0.028518906,12.56467558,0.342466559,3.318065666,26.34891257,0.140726194,0.46025537,-0.005474382,26.91018382,3.749199538,1.259881974,0.174844083,79.69898016,5.69026047,2.78E-08,1.75E-08,231.9111972,55.15140641,934.6771055,161.7139907,74.90738514,24.22443516,2.25E-05,1.06E-05,268.895523,330.948336,10,2.650878195
